Source,Target
流血水,皮肤色黑
流血水,手冷
流血水,足趾暗
流血水,肢体痛
流血水,皮肤溃烂
皮肤色黑,手冷
皮肤色黑,足趾暗
皮肤色黑,肢体痛
皮肤色黑,皮肤溃烂
手冷,足趾暗
手冷,皮肤溃烂
足趾暗,肢体痛
足趾暗,皮肤溃烂
足痛,足趾青紫
足痛,足趾暗
肢体痛,足趾青紫
足趾青紫,足趾暗
足趾青紫,足趾干枯
肢体痛,足趾干枯
足趾干枯,足趾暗
情绪不稳,幻觉
情绪不稳,善疑
咽干,大便不调
咽干,幻觉
咽干,善疑
不寐,大便不调
不寐,幻觉
不寐,善疑
易惊,大便不调
易惊,幻觉
易惊,善疑
易惊,胸胁满
烦躁,幻觉
烦躁,善疑
视力受损,坐卧不安
视力受损,大便不调
视力受损,幻觉
视力受损,善疑
视力受损,胸胁满
口苦,大便不调
口苦,幻觉
口苦,善疑
头晕,大便不调
头晕,幻觉
头晕,善疑
头晕,胸胁满
坐卧不安,大便不调
坐卧不安,视物模糊
坐卧不安,幻觉
坐卧不安,善疑
坐卧不安,胸胁满
大便不调,视物模糊
大便不调,幻觉
大便不调,善疑
大便不调,胸胁满
视物模糊,幻觉
视物模糊,善疑
视物模糊,胸胁满
幻觉,善疑
幻觉,胸胁满
善疑,胸胁满
不寐,足趾溃烂
不寐,关节坏死
足趾暗,疮疡
足趾暗,足趾溃烂
足趾暗,关节坏死
疮疡,足趾溃烂
疮疡,关节坏死
足趾溃烂,皮肤溃烂
足趾溃烂,关节坏死
皮肤溃烂,关节坏死
甲内嵌,甲床溃烂
甲内嵌,足趾溃烂
甲内嵌,甲床肿胀
甲床溃烂,足趾溃烂
甲床溃烂,甲床肿胀
足趾溃烂,甲床肿胀
丹毒,皮肤色红
丹毒,皮肤红肿
丹毒,皮肤增厚
皮肤色红,皮肤红肿
皮肤色红,皮肤增厚
皮肤红肿,肢体痛
皮肤红肿,皮肤增厚
恶寒,皮肤增厚
发热,皮肤增厚
肢体痛,皮肤增厚
恶心,丹毒
恶心,眼睑肿胀
恶心,谵语
恶心,皮肤紧张
恶心,口唇肿
恶心,耳肿
丹毒,眼睑肿胀
丹毒,谵语
丹毒,皮肤紧张
丹毒,口唇肿
丹毒,耳肿
眼睑肿胀,谵语
眼睑肿胀,口渴
眼睑肿胀,头痛
眼睑肿胀,恶寒
眼睑肿胀,呕吐
眼睑肿胀,发热
眼睑肿胀,皮肤紧张
眼睑肿胀,意识障碍
眼睑肿胀,口唇肿
眼睑肿胀,耳肿
谵语,头痛
谵语,恶寒
谵语,呕吐
谵语,皮肤紧张
谵语,口唇肿
谵语,耳肿
口渴,皮肤紧张
口渴,耳肿
头痛,皮肤紧张
头痛,口唇肿
头痛,耳肿
恶寒,皮肤紧张
恶寒,口唇肿
恶寒,耳肿
呕吐,皮肤紧张
呕吐,口唇肿
呕吐,耳肿
发热,皮肤紧张
发热,耳肿
皮肤紧张,意识障碍
皮肤紧张,口唇肿
皮肤紧张,耳肿
意识障碍,口唇肿
意识障碍,耳肿
口唇肿,耳肿
丹毒,胁痛
丹毒,尿短
丹毒,口苦
丹毒,皮肤痛
皮疹,胁痛
皮疹,皮肤痛
胁痛,皮肤斑块
胁痛,尿短
胁痛,皮肤痛
皮肤斑块,口苦
皮肤斑块,皮肤痛
尿黄,皮肤痛
尿短,皮肤痛
口苦,皮肤痛
恶心,皮肤斑块
腹泻,皮疹
腹泻,皮肤斑块
腹泻,头痛
痰核流注,皮下结节
咽干,善悲
汗出,善疑
善悲,烦躁
善悲,口渴
善悲,尿黄
善悲,面赤
善悲,遗精
善悲,尿短
善悲,发热
善悲,善疑
易惊,遗精
哭,遗精
哭,善疑
口渴,善疑
尿黄,善疑
面赤,遗精
面赤,善疑
遗精,善疑
尿短,善疑
发热,善疑
盗汗,善疑
恶心,面部青黄
恶心,痰核流注
面部青黄,目闭
面部青黄,痰核流注
面部青黄,头晕
面部青黄,呕吐
面部青黄,头痛
面部青黄,乏力
面部青黄,胸闷
面部青黄,少言
目闭,痰核流注
目闭,头晕
目闭,头痛
目闭,乏力
目闭,少言
痰核流注,头晕
痰核流注,呕吐
痰核流注,头痛
痰核流注,乏力
痰核流注,胸闷
痰核流注,少言
头痛,少言
痰核流注,尿黄
痰核流注,尿少
恶寒,无名肿毒
发热,无名肿毒
无名肿毒,口渴
口唇发绀,脱肛
口唇发绀,呼吸急促
口唇发绀,面白
脱肛,呼吸急促
目眩,阳痿
目眩,脱肛
目眩,健忘
目眩,恶寒
目眩,遗精
目眩,尿频
目眩,便溏
阳痿,脱肛
阳痿,恶寒
阳痿,尿频
阳痿,便溏
腰酸,脱肛
脱肛,健忘
脱肛,头晕
脱肛,恶寒
脱肛,遗精
脱肛,尿频
脱肛,便溏
健忘,尿频
恶寒,遗精
遗精,尿频
遗精,便溏
肛门坠胀,唇色红
肛门坠胀,脱肛
肛门坠胀,便血
肛门坠胀,口渴
肛门坠胀,面赤
肛门坠胀,便秘
肛门坠胀,大便粘液
唇色红,脱肛
唇色红,便血
唇色红,大便粘液
脱肛,便血
脱肛,口渴
脱肛,面赤
脱肛,便秘
脱肛,大便粘液
便血,大便粘液
面赤,大便粘液
便秘,大便粘液
情绪不稳,便血
情绪不稳,肛裂
咽干,肛痛
咽干,不食
咽干,肛裂
肛痛,不食
肛痛,便血
肛痛,肛裂
肛痛,便秘
肛痛,口苦
不食,便血
不食,肛裂
不食,口苦
烦躁,便血
烦躁,肛裂
便血,肛裂
肛裂,便秘
肛裂,口苦
肛门坠胀,肛痛
肛门坠胀,恶寒
肛门坠胀,大便不调
肛门坠胀,发热
肛门坠胀,肛裂
肛门坠胀,纳差
肛门坠胀,便溏
肛痛,恶寒
肛痛,大便不调
肛痛,纳差
肛痛,便溏
恶寒,大便不调
恶寒,肛裂
大便不调,发热
大便不调,肛裂
大便不调,便秘
大便不调,便溏
发热,肛裂
肛裂,纳差
肛裂,便溏
情绪不稳,痔疮
痔疮,肛痛
痔疮,不寐
痔疮,烦躁
痔疮,便血
痔疮,口渴
痔疮,发热
痔疮,肛裂
痔疮,便秘
肛痛,不寐
不寐,肛裂
口渴,肛裂
不寐,善虑
健忘,善虑
健忘,善疑
乏力,善虑
乏力,善疑
心悸,善虑
心悸,善疑
面色不荣,善虑
面色不荣,善疑
纳差,善虑
纳差,善疑
面黄,善虑
面黄,善疑
善虑,善疑
肛漏,尿黄
肛漏,尿短
肛漏,发热
肛漏,便秘
肛漏,形寒
便秘,形寒
汗出,肛漏
肛漏,面赤
肛漏,乏力
肛漏,纳差
肛漏,盗汗
肛漏,疮疡
肛漏,咳血
面赤,疮疡
少气,皮肤色青
少气,肢冷
少气,皮肤水疱
少气,肛漏
少气,漏下淋漓
少气,形寒
少气,疮疡
皮肤色青,肢冷
皮肤色青,皮肤水疱
皮肤色青,肛漏
皮肤色青,乏力
皮肤色青,漏下淋漓
皮肤色青,少言
皮肤色青,形寒
皮肤色青,疮疡
皮肤色青,面白
肢冷,皮肤水疱
肢冷,肛漏
肢冷,漏下淋漓
肢冷,疮疡
皮肤水疱,肛漏
皮肤水疱,漏下淋漓
皮肤水疱,少言
皮肤水疱,形寒
皮肤水疱,面白
肛漏,漏下淋漓
肛漏,少言
肛漏,面白
乏力,漏下淋漓
漏下淋漓,少言
漏下淋漓,形寒
漏下淋漓,疮疡
漏下淋漓,面白
少言,疮疡
形寒,疮疡
肛痛,全身不适
肛痛,皮肤色红
全身不适,尿短
全身不适,便秘
皮肤色红,尿短
皮肤色红,便秘
腹泻,直肠痛
腹泻,便血
腹泻,肛门生痈
腹泻,肛漏
腹泻,里急后重
腹泻,直肠胀
不喜饮,直肠痛
不喜饮,便血
不喜饮,肛门生痈
不喜饮,肛漏
不喜饮,里急后重
不喜饮,直肠胀
肛痛,直肠痛
肛痛,肛门生痈
肛痛,肛漏
肛痛,里急后重
肛痛,直肠胀
直肠痛,便血
直肠痛,口渴
直肠痛,肛门生痈
直肠痛,肛漏
直肠痛,便秘
直肠痛,里急后重
直肠痛,直肠胀
直肠痛,大便粘液
便血,肛门生痈
便血,肛漏
便血,里急后重
便血,直肠胀
口渴,肛门生痈
口渴,肛漏
口渴,里急后重
口渴,直肠胀
肛门生痈,肛漏
肛门生痈,便秘
肛门生痈,里急后重
肛门生痈,直肠胀
肛门生痈,大便粘液
肛漏,里急后重
肛漏,直肠胀
肛漏,大便粘液
便秘,里急后重
便秘,直肠胀
里急后重,直肠胀
里急后重,大便粘液
直肠胀,大便粘液
腹痛,心情郁闷
腹痛,消化不良
肛痛,心情郁闷
肛痛,腹胀
肛痛,消化不良
心情郁闷,腹胀
心情郁闷,消化不良
腹胀,消化不良
喜暖,肛痛
汗出,肛痛
肛痛,乏力
肛痛,盗汗
乏力,肛门流脓
尿黄,肛门流脓
尿短,肛门流脓
肛门流脓,发热
肛门流脓,纳差
肛门流脓,口苦
情绪不稳,强迫体位
情绪不稳,心虚
情绪不稳,强迫思维
不寐,强迫体位
不寐,心虚
不寐,强迫思维
易惊,强迫体位
易惊,心虚
易惊,强迫思维
强迫体位,胆怯
强迫体位,情绪紧张
强迫体位,烦躁
强迫体位,心虚
强迫体位,视力受损
强迫体位,情绪焦虑
强迫体位,头晕
强迫体位,强迫思维
强迫体位,视物模糊
强迫体位,善疑
胆怯,情绪紧张
胆怯,心虚
胆怯,视力受损
胆怯,情绪焦虑
胆怯,强迫思维
胆怯,视物模糊
胆怯,善疑
情绪紧张,心虚
情绪紧张,视力受损
情绪紧张,头晕
情绪紧张,强迫思维
情绪紧张,视物模糊
情绪紧张,善疑
烦躁,心虚
烦躁,强迫思维
心虚,视力受损
心虚,情绪焦虑
心虚,头晕
心虚,强迫思维
心虚,视物模糊
心虚,善疑
视力受损,情绪焦虑
视力受损,强迫思维
情绪焦虑,头晕
情绪焦虑,强迫思维
情绪焦虑,视物模糊
情绪焦虑,善疑
头晕,强迫思维
强迫思维,视物模糊
强迫思维,善疑
汗出,肛门流脓
自汗,肛门流脓
肛门流脓,面黄
肛门流脓,盗汗
情绪不稳,皮肤皲裂
情绪不稳,皮肤出血
咽干,皮肤皲裂
咽干,皮肤出血
咽干,情绪焦虑
咽干,肛门瘙痒
皮肤皲裂,皮肤出血
皮肤皲裂,不寐
皮肤皲裂,烦躁
皮肤皲裂,情绪焦虑
皮肤皲裂,尿黄
皮肤皲裂,尿短
皮肤皲裂,肛门瘙痒
皮肤皲裂,乏力
皮肤皲裂,便秘
皮肤皲裂,皮肤瘙痒
皮肤皲裂,口苦
皮肤出血,不寐
皮肤出血,烦躁
皮肤出血,情绪焦虑
皮肤出血,尿黄
皮肤出血,尿短
皮肤出血,肛门瘙痒
皮肤出血,乏力
皮肤出血,便秘
皮肤出血,皮肤瘙痒
皮肤出血,口苦
情绪焦虑,尿短
情绪焦虑,肛门瘙痒
情绪焦虑,皮肤瘙痒
情绪焦虑,口苦
尿黄,肛门瘙痒
尿短,肛门瘙痒
肛门瘙痒,乏力
肛门瘙痒,便秘
肛门瘙痒,皮肤瘙痒
肛门瘙痒,口苦
肛门坠胀,不寐
肛门坠胀,乏力
肛门坠胀,肛门瘙痒
肛门坠胀,腹胀
肛门瘙痒,腹胀
消瘦,肛门瘙痒
口渴,肛门瘙痒
肛门瘙痒,皮肤干燥
肛门坠胀,脘痞
肛门坠胀,大便多
肛门坠胀,尿黄
肛门坠胀,尿短
肛门坠胀,胸闷
肛门坠胀,口苦
脘痞,大便多
脘痞,口苦
口渴,大便多
大便多,尿黄
大便多,尿短
大便多,胸闷
大便多,口苦
肛门坠胀,肛门生痔
便血,肛门生痔
肛门生痔,便秘
肛门生痔,大便粘液
肛门坠胀,胸痛
肛门坠胀,多虑
肛门坠胀,腹痛
肛门坠胀,善太息
肛门坠胀,抑郁
肛门坠胀,胁痛
肛门坠胀,欲哭
肛门坠胀,精神恍惚
肛门坠胀,善疑
胸痛,多虑
胸痛,抑郁
胸痛,欲哭
胸痛,善疑
多虑,腹痛
多虑,善太息
多虑,抑郁
多虑,胁痛
多虑,口渴
多虑,欲哭
多虑,纳差
多虑,便秘
多虑,腹胀
多虑,口苦
多虑,精神恍惚
多虑,善疑
腹痛,欲哭
腹痛,善疑
善太息,欲哭
善太息,便秘
善太息,口苦
善太息,精神恍惚
善太息,善疑
抑郁,口渴
抑郁,欲哭
抑郁,便秘
抑郁,口苦
抑郁,精神恍惚
抑郁,善疑
胁痛,欲哭
胁痛,善疑
口渴,欲哭
欲哭,纳差
欲哭,腹胀
欲哭,口苦
欲哭,善疑
便秘,善疑
腹胀,善疑
精神恍惚,善疑
腹痛,脱肛
脱肛,乏力
情绪不稳,皮肤色红
情绪不稳,皮肤油亮
情绪不稳,肛门肿
皮肤色红,大便不爽
皮肤色红,皮肤油亮
皮肤色红,烦躁
皮肤色红,肛门肿
大便不爽,皮肤油亮
大便不爽,肛门肿
皮肤油亮,烦躁
皮肤油亮,口渴
皮肤油亮,尿黄
皮肤油亮,尿短
皮肤油亮,发热
皮肤油亮,肛门肿
烦躁,肛门肿
口渴,肛门肿
尿黄,肛门肿
尿短,肛门肿
发热,肛门肿
皮肤斑块,皮肤色紫
皮肤斑块,肛门肿
皮肤色紫,肛门肿
皮肤色紫,皮疹
肛门肿,皮疹
胸痛,肢冷
胸痛,恶寒
胸痛,乏力
胸痛,面暗
多虑,太息
多虑,胁胀
多虑,视力受损
多虑,头晕
多虑,视物模糊
多虑,面白
太息,视力受损
太息,头晕
太息,视物模糊
太息,善疑
太息,面白
胁胀,视力受损
胁胀,视物模糊
胁胀,善疑
胁痛,视力受损
胁痛,视物模糊
抑郁,视力受损
抑郁,头晕
抑郁,视物模糊
抑郁,面白
善疑,面白
肛周肿物,欲饮
肛周肿物,口渴
肛周肿物,肛门生痈
肛周肿物,恶寒
肛周肿物,尿黄
肛周肿物,尿短
肛周肿物,发热
肛周肿物,便秘
欲饮,肛门生痈
肛门生痈,恶寒
肛门生痈,尿黄
肛门生痈,尿短
肛门生痈,发热
汗出,肛周肿物
汗出,肛门生痈
汗出,肛门肿
肛周肿物,咳嗽
肛周肿物,乏力
肛周肿物,肛门肿
肛周肿物,纳差
肛周肿物,盗汗
肛周肿物,疮疡
肛周肿物,咳血
咳嗽,肛门生痈
咳嗽,肛门肿
肛门生痈,乏力
肛门生痈,肛门肿
肛门生痈,纳差
肛门生痈,盗汗
肛门生痈,疮疡
肛门生痈,咳血
乏力,肛门肿
肛门肿,纳差
肛门肿,盗汗
肛门肿,疮疡
肛门肿,咳血
少气,肛周肿物
少气,肛门生痈
肛周肿物,肢冷
肛周肿物,少言
肛周肿物,形寒
肢冷,肛门生痈
肛门生痈,少言
肛门生痈,形寒
尿短,疮疡
不寐,皮肤色红
不寐,肛门生痈
皮肤色红,耳鸣
皮肤色红,咳嗽
皮肤色红,肛门生痈
皮肤色红,遗精
皮肤色红,乏力
皮肤色红,纳差
皮肤色红,便溏
皮肤色红,腰痛
皮肤色红,咳血
耳鸣,肛门生痈
耳鸣,咳血
咳嗽,遗精
咳嗽,腰痛
肛门生痈,遗精
肛门生痈,肢体痛
肛门生痈,便溏
肛门生痈,腰痛
遗精,纳差
遗精,疮疡
遗精,咳血
肢体痛,咳血
盗汗,腰痛
便溏,疮疡
便溏,咳血
腰痛,咳血
情绪不稳,脱肛
情绪不稳,肛门生痔
烦躁,脱肛
烦躁,肛门生痔
脱肛,肛门生痔
脱肛,尿黄
脱肛,尿短
脱肛,腹胀
肛门生痔,口渴
肛门生痔,头晕
肛门生痔,尿黄
肛门生痔,尿短
肛门生痔,腹胀
肛门坠胀,肛门灼热
肛门坠胀,便时有物脱出
肛门坠胀,里急后重
肛门灼热,便时有物脱出
肛门灼热,肛门生痔
肛门灼热,乏力
肛门灼热,纳差
肛门灼热,便秘
肛门灼热,腹胀
肛门灼热,里急后重
便时有物脱出,肛门生痔
便时有物脱出,乏力
便时有物脱出,纳差
便时有物脱出,便秘
便时有物脱出,腹胀
便时有物脱出,里急后重
肛门生痔,乏力
肛门生痔,纳差
肛门生痔,里急后重
乏力,里急后重
纳差,里急后重
腹胀,里急后重
肛门坠胀,痔疮
痔疮,便时有物脱出
痔疮,肛门生痔
痔疮,腹胀
肛门坠胀,排便无力
肛门坠胀,呼吸急促
肛门坠胀,少言
肛门坠胀,面白
排便无力,便时有物脱出
排便无力,肛门生痔
排便无力,呼吸急促
排便无力,乏力
排便无力,纳差
排便无力,少言
排便无力,面白
便时有物脱出,呼吸急促
便时有物脱出,少言
便时有物脱出,面白
肛门生痔,呼吸急促
肛门生痔,少言
肛门生痔,面白
疣红,大便不爽
疣红,肛门糜烂
疣红,肛门潮湿
疣红,肛门生疣
疣红,疣赘
疣红,便溏
大便不爽,肛门糜烂
大便不爽,肛门潮湿
大便不爽,肛门生疣
大便不爽,疣赘
大便不爽,便溏
肛门糜烂,肛门潮湿
肛门糜烂,肛门生疣
肛门糜烂,疣赘
肛门糜烂,便溏
肛门潮湿,肛门生疣
肛门潮湿,疣赘
肛门潮湿,便溏
肛门生疣,疣赘
肛门生疣,便溏
疣赘,便溏
情绪不稳,妄想
胸痛,哭笑无常
胸痛,头痛
胸痛,肢体痛
胸痛,妄想
胸痛,幻觉
胸痛,胸胁满
胁痛,哭笑无常
胁痛,头痛
胁痛,面暗
胁痛,妄想
胁痛,幻觉
胁痛,胸胁满
哭笑无常,头痛
哭笑无常,面暗
哭笑无常,肢体痛
哭笑无常,妄想
哭笑无常,幻觉
哭笑无常,善疑
哭笑无常,胸胁满
头痛,面暗
头痛,妄想
头痛,幻觉
头痛,善疑
面暗,妄想
面暗,幻觉
面暗,善疑
面暗,胸胁满
肢体痛,妄想
肢体痛,幻觉
肢体痛,善疑
肢体痛,胸胁满
妄想,幻觉
妄想,善疑
妄想,胸胁满
肛痛,疣红
肛痛,肛门生疣
肛痛,肛门瘙痒
疣红,肛门瘙痒
肛门生疣,肛门瘙痒
情绪不稳,肛门生疣
不寐,胁胀
不寐,肛门生疣
胁胀,肛门生疣
胁胀,皮肤瘙痒
胁胀,皮肤干燥
胁胀,口苦
烦躁,肛门生疣
肛门生疣,月经不调
肛门生疣,皮肤瘙痒
肛门生疣,皮肤干燥
肛门生疣,口苦
月经不调,皮肤瘙痒
月经不调,皮肤干燥
皮肤干燥,口苦
闭经,皮肤瘙痒
闭经,肛门生疣
腹痛,肛门生疣
腰酸,肛门生疣
腰酸,肛门干燥
腰酸,疣赘
视力受损,肛门生疣
视力受损,肛门干燥
视力受损,疣赘
头晕,肛门生疣
头晕,肛门干燥
头晕,疣赘
肛门生疣,肛门干燥
肛门生疣,发热
肛门生疣,视物模糊
肛门干燥,疣赘
肛门干燥,发热
肛门干燥,视物模糊
疣赘,发热
疣赘,视物模糊
肛门坠胀,肛门脱垂
肛门坠胀,直肠息肉
腹痛,肛门脱垂
腹痛,直肠息肉
肛门脱垂,直肠息肉
肛门脱垂,乏力
肛门脱垂,纳差
肛门脱垂,便溏
直肠息肉,乏力
直肠息肉,纳差
直肠息肉,便溏
大便不爽,肛门脱垂
大便不爽,便血
大便不爽,直肠息肉
大便不爽,里急后重
大便不爽,大便色暗晦
肛门脱垂,便血
肛门脱垂,里急后重
肛门脱垂,大便色暗晦
便血,直肠息肉
便血,大便色暗晦
直肠息肉,里急后重
直肠息肉,大便色暗晦
里急后重,大便色暗晦
肛门坠胀,大便变形
肛门坠胀,大便细
肛门坠胀,尿频
肛门坠胀,肛门坚硬
大便变形,便血
大便变形,大便细
大便变形,尿频
大便变形,肛门坚硬
大便变形,纳差
大便变形,里急后重
大便变形,腹胀
大便变形,大便粘液
便血,大便细
便血,尿频
便血,肛门坚硬
大便细,尿频
大便细,肛门坚硬
大便细,纳差
大便细,里急后重
大便细,腹胀
大便细,大便粘液
尿频,肛门坚硬
尿频,里急后重
尿频,大便粘液
肛门坚硬,纳差
肛门坚硬,里急后重
肛门坚硬,腹胀
肛门坚硬,大便粘液
纳差,大便粘液
腹胀,大便粘液
肛门坠胀,消瘦
肛门坠胀,面黄
肛门坠胀,心悸
大便变形,消瘦
大便变形,呼吸急促
大便变形,乏力
大便变形,便秘
大便变形,面黄
大便变形,心悸
消瘦,呼吸急促
消瘦,大便细
呼吸急促,大便细
大便细,乏力
大便细,便秘
大便细,面黄
大便细,心悸
头皮瘙痒,发热
头皮瘙痒,头皮脱屑
发热,头皮脱屑
发油,不喜饮
发油,口粘
发油,皮疹
发油,头皮脱屑
发油,头发光亮
发油,尿少
发油,口渴
发油,皮肤斑块
发油,尿黄
不喜饮,头皮脱屑
不喜饮,头发光亮
不喜饮,皮肤斑块
口粘,皮疹
口粘,头皮脱屑
口粘,头发光亮
口粘,皮肤斑块
皮疹,头皮脱屑
皮疹,头发光亮
皮疹,尿少
头皮脱屑,头发光亮
头皮脱屑,尿少
头皮脱屑,口渴
头皮脱屑,皮肤斑块
头皮脱屑,尿黄
头发光亮,尿少
头发光亮,口渴
头发光亮,皮肤斑块
头发光亮,尿黄
尿少,皮肤斑块
情绪不稳,行为冲动
情绪不稳,弃衣而走
目赤,行为冲动
目赤,言语错乱
目赤,视力受损
目赤,弃衣而走
目赤,妄想
目赤,视物模糊
行为冲动,烦躁
行为冲动,言语错乱
行为冲动,视力受损
行为冲动,头痛
行为冲动,弃衣而走
行为冲动,面赤
行为冲动,妄想
行为冲动,视物模糊
烦躁,弃衣而走
烦躁,妄想
言语错乱,视力受损
言语错乱,头痛
言语错乱,弃衣而走
言语错乱,面赤
言语错乱,妄想
言语错乱,视物模糊
视力受损,弃衣而走
视力受损,妄想
头痛,弃衣而走
弃衣而走,面赤
弃衣而走,妄想
弃衣而走,视物模糊
面赤,妄想
妄想,视物模糊
头皮瘙痒,欲饮
头皮瘙痒,口渴
头皮瘙痒,皮肤脱屑
头皮瘙痒,面赤
头皮瘙痒,尿黄
头皮瘙痒,便秘
头皮脱屑,欲饮
头皮脱屑,皮肤脱屑
头皮脱屑,面赤
头皮脱屑,便秘
欲饮,皮肤脱屑
口渴,皮肤脱屑
皮肤脱屑,面赤
皮肤脱屑,尿黄
皮肤脱屑,便秘
头皮瘙痒,皮疹
头皮瘙痒,皮肤斑块
头皮瘙痒,发枯
皮疹,发枯
头皮脱屑,发枯
皮肤斑块,皮肤脱屑
皮肤斑块,发枯
皮肤脱屑,发枯
头面瘙痒,口渴
头面瘙痒,面部瘙痒
头面瘙痒,皮肤脱屑
头面瘙痒,面赤
头面瘙痒,发热
头面瘙痒,皮肤瘙痒
口渴,面部瘙痒
面部瘙痒,皮肤脱屑
面部瘙痒,面赤
面部瘙痒,发热
面部瘙痒,皮肤瘙痒
皮肤脱屑,皮肤瘙痒
面赤,皮肤瘙痒
情绪不稳,头皮瘙痒
情绪不稳,头面瘙痒
头皮瘙痒,不寐
头皮瘙痒,烦躁
头皮瘙痒,头面瘙痒
不寐,头面瘙痒
烦躁,头面瘙痒
头面瘙痒,发枯
头皮白色虫卵,头皮瘙痒
头皮白色虫卵,头面瘙痒
头皮白色虫卵,皮疹
头面瘙痒,皮疹
皮疹,疔肿
皮疹,毛发根部有白色鞘围绕
疔肿,皮肤斑块
疔肿,毛发根部有白色鞘围绕
疔肿,发枯
疔肿,皮肤瘙痒
皮肤斑块,毛发根部有白色鞘围绕
毛发根部有白色鞘围绕,发枯
毛发根部有白色鞘围绕,皮肤瘙痒
发枯,皮肤瘙痒
疔肿,皮肤水疱
目眩,手足发热
目眩,发少
目眩,须发细
目眩,面色不荣
目眩,毛发变异
手足发热,发少
手足发热,须发细
手足发热,遗精
手足发热,月经不调
手足发热,毛发变异
汗出,须发细
汗出,毛发变异
腰酸,发少
腰酸,须发细
腰酸,面色不荣
腰酸,毛发变异
发少,须发细
发少,头晕
发少,遗精
发少,月经不调
发少,发热
发少,毛发变异
发少,盗汗
须发细,头晕
须发细,遗精
须发细,月经不调
须发细,面色不荣
须发细,发热
须发细,毛发变异
须发细,盗汗
头晕,毛发变异
遗精,月经不调
遗精,面色不荣
遗精,毛发变异
月经不调,面色不荣
月经不调,毛发变异
面色不荣,毛发变异
发热,毛发变异
毛发变异,盗汗
声低,发少
声低,少气
声低,消瘦
声低,发黄
声低,毛发蓬乱
声低,发枯
声低,发白
声低,毛发变异
发少,少气
发少,毛发蓬乱
发少,发枯
发少,发白
发少,心悸
少气,发黄
少气,毛发蓬乱
少气,发枯
少气,发白
少气,毛发变异
消瘦,毛发蓬乱
消瘦,发白
消瘦,毛发变异
发黄,毛发蓬乱
发黄,乏力
发黄,发枯
发黄,纳差
发黄,发白
发黄,毛发变异
发黄,心悸
发黄,面白
毛发蓬乱,乏力
毛发蓬乱,发枯
毛发蓬乱,纳差
毛发蓬乱,发白
毛发蓬乱,毛发变异
毛发蓬乱,心悸
毛发蓬乱,面白
乏力,发白
乏力,毛发变异
发枯,发白
发枯,毛发变异
发枯,心悸
发枯,面白
纳差,发白
纳差,毛发变异
发白,毛发变异
发白,心悸
发白,面白
毛发变异,心悸
毛发变异,面白
毛发变异,须发白
须发白,发白
多虑,妄想
多虑,神情呆滞
多虑,活动不利
多虑,乏力
多虑,便溏
妄想,神情呆滞
妄想,抑郁
妄想,活动不利
妄想,乏力
妄想,纳差
妄想,少语
妄想,表情呆滞
妄想,便溏
神情呆滞,少语
神情呆滞,表情呆滞
神情呆滞,便溏
抑郁,活动不利
抑郁,乏力
抑郁,表情呆滞
抑郁,便溏
活动不利,少语
活动不利,表情呆滞
乏力,少语
乏力,表情呆滞
纳差,少语
纳差,表情呆滞
少语,便溏
情绪不稳,发少
情绪不稳,脱发
情绪不稳,疔肿
发少,脱发
发少,疔肿
发少,烦躁
发少,口渴
发少,尿黄
发少,便秘
发少,皮肤瘙痒
脱发,疔肿
脱发,烦躁
脱发,口渴
脱发,尿黄
脱发,便秘
脱发,皮肤瘙痒
疔肿,烦躁
疔肿,口渴
疔肿,尿黄
疔肿,便秘
发油,腰酸
发油,发少
发油,耳鸣
发油,头发光泽
发油,头面瘙痒
发油,乏力
腰酸,头皮脱屑
腰酸,头发光泽
腰酸,头面瘙痒
发少,头皮脱屑
发少,耳鸣
发少,头发光泽
发少,头面瘙痒
头皮脱屑,耳鸣
头皮脱屑,头发光泽
头皮脱屑,头面瘙痒
头皮脱屑,乏力
耳鸣,头发光泽
耳鸣,头面瘙痒
头发光泽,头面瘙痒
头发光泽,乏力
头面瘙痒,乏力
发软,声低
发软,发少
发软,少气
发软,肢体麻木
发软,乏力
发软,发枯
发软,感觉异常
发软,心悸
发软,面白
声低,肢体麻木
声低,感觉异常
发少,肢体麻木
发少,感觉异常
少气,肢体麻木
少气,感觉异常
肢体麻木,乏力
肢体麻木,发枯
肢体麻木,面白
乏力,感觉异常
发枯,感觉异常
发少,头痛
发少,面暗
发少,漱水不欲咽
唇色红,面暗
唇色红,漱水不欲咽
口渴,漱水不欲咽
头痛,漱水不欲咽
面暗,漱水不欲咽
欲饮,皮肤瘙痒
欲饮,面部脱屑
口渴,面部脱屑
面赤,皮肤干燥
面赤,面部脱屑
皮肤瘙痒,面部脱屑
皮肤干燥,面部脱屑
皮肤皲裂,面部脱屑
尿黄,面部脱屑
尿短,面部脱屑
便秘,面部脱屑
情绪不稳,面部脱屑
烦躁,面部脱屑
皮疹,鼻干
口渴,鼻干
鼻干,便秘
鼻干,皮肤瘙痒
皮疹,黑头
皮疹,喜冷
皮疹,面部出油
皮疹,毛孔扩大
皮疹,多食
皮疹,口臭
黑头,喜冷
黑头,面部出油
黑头,口渴
黑头,毛孔扩大
黑头,多食
黑头,便秘
黑头,口臭
喜冷,面部出油
喜冷,毛孔扩大
喜冷,多食
面部出油,口渴
面部出油,毛孔扩大
面部出油,多食
面部出油,便秘
面部出油,口臭
口渴,毛孔扩大
毛孔扩大,多食
毛孔扩大,便秘
毛孔扩大,口臭
